account_no,cust_id,balance,type,creation_date,status
1001707,857,358256.12,saving,2025-03-02,active
1001708,857,275480.23,saving,2024-11-14,active
1001709,858,120033.11,current,2024-11-07,active
1001710,858,832305.45,current,2024-09-29,active
1001711,859,880504.8,current,2019-10-26,inactive
1001712,859,256871.89,current,2024-11-07,active
1001713,859,723049.51,saving,2016-05-16,inactive
1001714,860,42099.6,saving,2025-02-11,active
1001715,860,585539.48,saving,2024-11-01,active
1001716,861,351026.0,current,2023-01-10,active
1001717,862,25667.08,saving,2024-08-26,active
1001718,862,920338.28,saving,2024-03-31,inactive
1001719,863,345233.55,saving,2025-03-01,inactive
1001720,863,716594.86,saving,2024-07-31,inactive
1001721,863,865616.87,current,2024-06-27,active
1001722,864,74877.57,saving,1974-04-14,inactive
1001723,864,242876.15,current,2019-08-04,active
1001724,864,865393.0,saving,1987-06-10,active
1001725,865,305874.83,current,2024-11-28,active
1001726,865,33830.65,saving,2024-05-20,active
1001727,865,924360.64,saving,2021-03-26,active
1001728,866,358182.88,current,2019-09-11,active
1001729,866,87345.06,current,2014-02-10,active
1001730,867,45604.23,saving,2010-07-23,active
1001731,868,985737.06,current,2000-03-26,active
1001732,868,237703.12,saving,2004-09-09,active
1001733,869,10267.6,saving,2024-07-01,active
1001734,869,9649.83,current,2023-03-04,active
1001735,870,961246.97,saving,2024-08-31,active
1001736,871,376270.42,saving,2025-03-14,active
1001737,871,613225.68,saving,2025-03-15,active
1001738,872,284865.41,current,2019-12-15,active
1001739,872,581540.15,saving,2014-03-22,active
1001740,873,846500.46,saving,2003-06-25,active
1001741,874,291589.63,saving,2025-02-26,active
1001742,874,781913.59,saving,2025-03-15,active
1001743,875,249872.36,current,2024-11-02,active
1001744,876,545522.9,current,2005-09-26,active
1001745,876,245639.99,saving,1988-02-24,active
1001746,876,607585.7,current,2022-06-25,active
1001747,877,662494.5,saving,2004-09-20,active
1001748,877,261108.01,current,2018-06-10,active
1001749,877,464588.45,current,2009-08-08,active
1001750,878,268111.81,current,2020-07-24,active
1001751,878,698106.64,current,2017-08-11,inactive
1001752,879,369246.57,saving,2018-02-06,active
1001753,880,342650.1,saving,2016-01-06,active
1001754,880,18571.95,current,2018-10-13,active
1001755,880,518530.36,saving,2012-07-30,active
1001756,881,275645.95,current,2022-09-11,inactive
1001757,881,140284.19,current,2023-02-01,active
1001758,881,330865.86,current,2023-11-01,active
1001759,882,192732.13,saving,1993-10-01,active
1001760,883,77377.81,current,2021-10-20,active
1001761,883,938785.65,saving,2020-08-29,active
1001762,883,406318.43,saving,2018-06-16,active
1001763,884,829365.14,current,2020-05-17,inactive
1001764,884,751242.04,saving,2023-04-25,active
1001765,885,698615.44,current,1996-05-08,active
1001766,885,263803.11,saving,2021-03-15,active
1001767,885,498834.04,current,2016-01-23,active
1001768,886,570856.53,saving,2024-01-08,active
1001769,887,165024.43,saving,2022-12-28,active
1001770,887,268049.09,saving,2023-06-03,active
1001771,888,691849.31,saving,2024-03-30,active
1001772,888,494053.23,current,2006-11-01,active
1001773,889,301258.34,saving,2025-01-28,active
1001774,889,46648.86,current,2023-12-20,active
1001775,889,987557.34,current,2023-08-28,active
1001776,890,533797.21,current,2025-01-05,active
1001777,890,716260.04,saving,2024-11-27,active
1001778,891,176045.7,saving,2021-10-13,active
1001779,891,18953.07,saving,2010-06-25,active
1001780,892,159496.95,saving,2017-01-25,active
1001781,892,656849.36,saving,2015-06-09,active
1001782,892,557104.4,current,2018-04-05,active
1001783,893,754722.11,current,2020-09-20,inactive
1001784,893,290372.14,saving,2016-12-31,active
1001785,893,607498.92,current,2019-07-11,active
1001786,894,520769.6,current,2024-11-17,active
1001787,895,773814.31,current,1990-04-14,active
1001788,895,401349.42,saving,1998-04-12,active
1001789,896,651167.22,current,1994-06-23,active
1001790,896,232756.74,current,1985-08-21,active
1001791,897,801842.85,current,2024-12-03,active
1001792,897,733836.06,current,2023-05-13,active
1001793,898,3390.9,current,2019-08-12,active
1001794,899,769548.5,saving,2007-06-17,inactive
1001795,899,505904.32,saving,2010-03-13,inactive
1001796,899,665684.64,current,2018-08-07,active
1001797,900,209306.74,current,2023-01-30,active
1001798,900,377777.4,current,2009-07-14,active
1001799,901,879299.53,current,2023-04-06,active
1001800,901,326886.63,saving,2024-04-04,active
1001801,902,794688.2,saving,2023-05-29,active
1001802,903,701163.94,current,2013-10-04,active
1001803,904,793257.52,current,2023-11-25,inactive
1001804,904,432319.19,current,2023-11-12,active
1001805,904,468352.17,saving,2024-01-01,active
1001806,905,717008.94,saving,2025-01-20,active
1001807,905,820036.74,current,2022-10-11,active
1001808,905,500420.8,current,2023-04-07,active
1001809,906,795075.96,saving,2021-06-25,active
1001810,906,535840.82,saving,2008-12-10,active
1001811,907,106840.25,saving,2024-07-29,active
1001812,907,10078.05,current,2024-10-26,active
1001813,908,862443.32,saving,2024-07-07,active
1001814,908,336078.94,current,2024-12-19,active
1001815,908,165005.83,current,2024-10-18,active
1001816,909,849181.57,saving,2025-03-05,active
1001817,909,600637.54,saving,2025-01-21,active
1001818,909,450984.21,current,2025-03-11,active
1001819,910,973571.23,current,2017-10-09,active
1001820,910,121021.53,saving,2023-04-09,active
1001821,911,9278.08,current,2024-09-16,active
1001822,912,508472.22,current,2024-02-27,active
1001823,912,829275.28,current,2011-04-01,active
1001824,913,824810.07,saving,2000-11-13,active
1001825,913,179959.97,current,1994-05-16,active
1001826,914,924234.9,saving,2006-02-13,active
1001827,915,541498.18,saving,2021-11-23,active
1001828,915,556247.61,saving,2024-08-24,active
1001829,916,58879.27,current,1984-02-01,active
1001830,916,83424.11,saving,1975-12-14,active
1001831,916,636890.4,saving,1991-01-10,active
1001832,917,504467.86,saving,2022-04-03,active
1001833,918,761570.34,saving,2024-07-02,active
1001834,919,413899.61,current,2021-07-24,active
1001835,919,625456.42,saving,2020-07-10,active
1001836,919,487410.45,current,2019-09-13,active
1001837,920,878953.23,current,2011-05-29,inactive
1001838,921,714487.16,current,2018-10-08,active
1001839,921,719499.25,saving,1985-04-01,active
1001840,922,233739.01,saving,2024-10-29,active
1001841,923,698282.23,current,2013-01-17,active
1001842,923,56203.54,saving,2023-02-05,active
1001843,924,569862.45,saving,2020-09-12,inactive
1001844,924,558102.09,current,2024-12-24,active
1001845,925,809573.63,current,2019-11-09,inactive
1001846,925,884327.22,current,2016-05-18,active
1001847,926,718705.31,current,2020-05-07,active
1001848,926,917322.05,saving,2016-04-19,active
1001849,926,749107.02,current,2012-02-27,active
1001850,927,337937.45,saving,2024-12-13,active
1001851,928,473188.02,current,2021-03-15,active
1001852,928,812804.45,current,2023-11-20,active
1001853,929,948779.94,saving,2024-12-22,active
1001854,929,760221.24,saving,2024-07-26,active
1001855,930,75750.9,saving,2008-03-12,active
1001856,931,811356.04,current,2012-08-01,active
1001857,932,966577.49,saving,2024-03-08,active
1001858,932,691479.02,saving,2024-05-22,active
1001859,933,533622.16,saving,2022-01-05,active
1001860,934,457359.2,current,1994-10-09,active
1001861,935,861288.28,current,2020-07-22,active
1001862,935,599309.47,current,2015-10-13,active
1001863,935,824051.93,saving,2020-03-06,active
1001864,936,429689.96,current,2022-10-28,inactive
1001865,936,964042.82,saving,2022-05-01,active
1001866,937,181153.85,current,2023-10-25,active
1001867,937,921963.77,saving,2025-02-13,active
1001868,938,457353.79,saving,2019-05-24,active
1001869,939,623866.99,saving,2003-12-28,active
1001870,939,674772.61,current,2018-07-05,active
1001871,940,405911.36,saving,2019-04-19,active
1001872,940,976730.56,current,2018-04-27,active
1001873,940,705458.4,saving,2010-06-14,active
1001874,941,742004.43,saving,2014-11-16,active
1001875,942,661144.06,saving,2024-05-11,active
1001876,943,815740.57,saving,2018-10-28,active
1001877,944,493191.49,current,1984-08-31,active
1001878,944,529417.07,current,2006-04-24,active
1001879,945,477259.0,current,2006-04-03,active
1001880,945,664357.97,current,2007-07-11,active
1001881,945,99501.57,current,2008-05-07,active
1001882,946,61311.24,saving,2025-02-23,active
1001883,946,838364.44,saving,2025-03-12,active
1001884,947,995178.73,current,1996-01-15,active
1001885,948,357168.91,saving,2022-11-10,active
1001886,949,72324.2,saving,2015-11-14,active
1001887,949,213396.8,saving,2023-11-29,active
1001888,949,515387.56,current,2015-11-20,inactive
1001889,950,309461.84,saving,2023-07-18,active
1001890,950,243911.15,current,2018-01-04,active
1001891,950,200419.84,current,2020-11-05,inactive
1001892,951,785547.4,saving,2024-09-19,active
1001893,951,522200.16,current,2025-03-15,active
1001894,952,312717.92,current,2022-09-18,active
1001895,952,715215.48,current,2023-07-17,active
1001896,952,947697.36,current,2018-02-14,active
1001897,953,655602.23,current,2021-11-27,active
1001898,953,692807.55,current,2020-12-24,active
1001899,954,813815.43,saving,2023-09-13,active
1001900,955,156162.85,current,2022-01-22,active
1001901,955,943816.36,current,2023-04-22,active
1001902,955,190360.2,current,2022-08-14,inactive
1001903,956,379095.29,saving,2017-03-17,active
1001904,956,362767.23,saving,2011-08-05,active
1001905,956,557870.28,current,2024-05-05,active
1001906,957,441871.0,current,2024-12-30,active
1001907,957,972244.26,saving,2024-08-08,inactive
1001908,957,660937.45,saving,2024-05-31,active
1001909,958,771289.89,current,2022-05-17,active
1001910,959,583849.94,saving,2022-06-26,active
1001911,959,904886.52,current,2010-12-24,active
1001912,959,187551.61,saving,2015-09-01,active
1001913,960,381820.52,current,2018-08-02,active
1001914,961,638182.96,saving,2021-04-19,active
1001915,961,85032.06,current,2024-12-12,active
1001916,962,931479.47,current,2024-05-31,active
1001917,963,166155.17,current,2024-12-03,active
1001918,963,536974.85,saving,2024-09-17,active
1001919,963,512962.99,current,2023-09-15,active
1001920,964,459744.37,current,2023-06-11,active
1001921,965,844950.72,saving,2018-03-24,active
1001922,966,766425.86,saving,2023-06-24,active
1001923,966,480787.56,saving,2022-10-03,active
1001924,967,650804.83,current,2009-07-01,active
1001925,967,280882.31,current,2000-06-02,active
1001926,967,541678.27,saving,2023-06-07,active
1001927,968,238395.56,saving,1991-04-16,active
1001928,968,827990.15,saving,1996-12-10,active
1001929,969,439356.38,saving,2025-02-15,active
1001930,970,675486.43,current,2024-11-19,active
1001931,970,175383.56,current,2024-09-28,active
1001932,971,340204.56,saving,2022-05-14,active
1001933,971,983743.22,saving,2022-08-17,active
1001934,971,7376.0,saving,2025-02-11,active
1001935,972,445236.89,current,2012-08-18,active
1001936,972,181069.58,saving,2012-02-05,active
1001937,972,855970.0,saving,2015-04-16,active
1001938,973,833461.8,current,2019-11-18,active
1001939,974,830120.71,saving,2019-08-19,active
1001940,975,952426.18,saving,1970-12-28,active
1001941,975,447942.12,current,1993-09-19,active
1001942,975,299618.93,saving,2022-01-04,active
1001943,976,469676.88,saving,2017-02-03,active
1001944,976,246807.36,current,2024-03-17,active
1001945,977,458007.44,saving,2006-05-14,active
1001946,978,564335.44,saving,2020-09-16,active
1001947,978,895985.69,saving,2024-04-18,active
1001948,978,748197.62,saving,2023-04-10,active
1001949,979,245038.22,saving,2008-10-03,active
1001950,979,978284.64,saving,2016-07-20,active
1001951,979,403829.13,current,2014-07-16,inactive
1001952,980,134474.46,current,1998-08-04,active
1001953,980,752472.09,saving,2008-02-03,active
1001954,981,327645.51,current,2019-11-18,active
1001955,982,65324.97,current,2008-12-08,active
1001956,982,46612.74,current,1989-07-12,active
1001957,982,321200.51,current,1990-12-19,active
1001958,983,78952.68,saving,2017-03-07,active
1001959,983,414000.14,saving,2016-07-30,active
1001960,983,75102.34,current,2024-07-08,active
1001961,984,103136.35,current,2012-04-10,active
1001962,984,559555.16,saving,2022-05-14,active
1001963,984,846148.29,current,2021-12-07,active
1001964,985,93954.97,saving,2017-11-26,active
1001965,986,389531.24,current,2008-08-13,inactive
1001966,987,231422.0,saving,2019-11-14,active
1001967,987,665965.68,saving,2022-10-24,active
1001968,987,868609.9,saving,2020-02-19,inactive
1001969,988,100331.79,current,2024-04-20,active
1001970,988,25290.6,current,2016-04-23,active
1001971,988,553313.14,current,2020-07-07,active
1001972,989,857199.24,current,2011-03-29,active
1001973,989,588486.04,saving,2006-08-13,active
1001974,989,603446.61,current,2022-03-30,active
1001975,990,557944.14,saving,2021-09-25,active
1001976,990,230799.66,current,2021-04-14,active
1001977,991,471686.6,current,2023-01-02,active
1001978,991,625407.88,current,2022-12-27,active
1001979,992,97964.62,saving,2020-08-01,active
1001980,992,897656.63,saving,2017-01-31,active
1001981,992,225633.15,saving,2015-09-22,active
1001982,993,720455.08,current,2024-08-01,active
1001983,994,108003.44,saving,2006-12-10,inactive
1001984,995,700177.36,current,2021-02-12,active
1001985,996,461414.14,saving,2022-11-06,active
1001986,996,147755.13,current,2020-09-08,active
1001987,996,944190.68,saving,2024-04-25,active
1001988,997,551658.43,saving,2025-01-08,active
1001989,997,396082.59,saving,2024-12-29,active
1001990,998,166995.23,saving,2001-08-12,active
1001991,999,787402.83,saving,2024-06-23,active
1001992,999,620407.74,current,2024-07-29,active
1001993,999,251444.97,saving,2024-03-25,active
1001994,1000,538402.04,current,2016-10-09,active
1001995,1000,305969.53,saving,2006-03-21,active
1001996,1001,701350.48,saving,2024-09-18,active
1001997,1002,889669.36,current,1992-07-26,active
1001998,1002,426101.75,saving,2013-03-27,active
1001999,1003,901948.89,saving,1988-04-09,active
1002000,1003,659148.66,saving,2021-08-08,active
1002001,1004,28421.73,saving,2024-03-11,active
1002002,1004,614512.15,saving,2009-02-22,active
1002003,1004,262527.27,saving,2012-09-14,active
1002004,1005,909587.73,current,2023-11-28,active
1002005,1006,191607.55,current,2016-09-24,active
1002006,1006,180607.55,saving,2020-02-09,active
1002007,1007,24035.52,saving,2022-08-28,active
1002008,1007,721774.98,current,2025-01-01,active
1002009,1007,809375.76,current,2024-04-14,inactive
1002010,1008,504232.76,current,2019-11-30,active
1002011,1009,190450.27,current,2010-04-02,active
1002012,1009,73985.27,saving,2002-09-02,active
1002013,1009,796433.25,saving,2002-11-30,inactive
1002014,1010,796919.29,current,2017-11-18,active
1002015,1010,601648.22,current,2025-03-08,active
1002016,1010,434063.21,current,2016-07-19,active
1002017,1011,128961.16,current,2012-08-09,active
1002018,1011,455782.05,current,2017-07-12,active
1002019,1011,971078.51,saving,2024-05-06,active
1002020,1012,763649.08,current,2022-03-22,active
1002021,1013,31067.93,current,2020-02-29,active
1002022,1013,17268.38,current,2022-07-11,active
1002023,1014,412674.28,saving,2020-09-15,active
1002024,1015,629547.57,current,2024-07-31,active
1002025,1016,982668.71,current,2019-08-22,active
1002026,1016,579621.83,saving,2018-01-12,active
1002027,1016,10326.21,current,2012-10-23,active
1002028,1017,2239.45,saving,2005-03-22,active
1002029,1017,572446.74,saving,2008-10-11,active
1002030,1018,639805.28,current,1990-12-24,active
1002031,1019,766585.15,current,2016-02-17,active
1002032,1019,18318.57,saving,2023-12-16,active
1002033,1020,588814.74,current,2013-05-12,active
1002034,1020,469179.16,saving,2012-08-28,active
1002035,1020,59582.05,current,2024-07-18,active
1002036,1021,594277.54,current,2024-05-07,active
1002037,1021,334322.25,saving,2024-08-06,active
1002038,1021,953612.46,saving,2020-07-24,active
1002039,1022,735685.15,current,2025-03-12,inactive
1002040,1022,209066.64,saving,2025-03-06,active
1002041,1023,411016.03,current,2022-09-19,active
1002042,1023,862132.02,saving,2021-06-16,active
1002043,1024,842521.35,saving,2024-03-01,active
1002044,1025,334439.64,saving,2025-01-11,active
1002045,1025,332227.0,saving,2023-01-05,inactive
1002046,1026,909106.38,current,2022-06-25,active
1002047,1027,49538.6,saving,2010-02-22,active
1002048,1027,38814.53,current,2004-09-19,inactive
1002049,1028,292700.45,saving,2017-02-12,active
1002050,1028,690091.91,saving,2013-06-10,inactive
1002051,1029,861567.0,saving,2014-11-08,active
1002052,1030,191709.89,saving,2023-06-27,active
1002053,1030,204990.22,current,2024-10-07,active
1002054,1031,368151.41,saving,2021-04-04,active
1002055,1032,63669.73,current,2025-02-14,active
1002056,1032,366452.95,saving,2025-02-14,active
1002057,1032,5091.18,saving,2025-03-08,active
1002058,1033,593910.19,saving,2020-06-15,active
1002059,1034,313335.79,current,2023-09-26,active
1002060,1035,458850.16,saving,2005-11-11,active
1002061,1036,599121.0,saving,2014-07-29,active
1002062,1036,23264.56,current,2024-03-07,active
1002063,1036,902706.53,current,2018-09-15,active
1002064,1037,738335.03,saving,2019-12-19,active
1002065,1037,34465.76,current,2019-04-06,active
1002066,1037,848314.52,current,2022-09-03,active
1002067,1038,423621.05,current,2025-03-01,active
1002068,1039,517226.66,saving,2023-10-07,active
1002069,1040,740201.24,saving,1997-10-01,active
1002070,1040,480325.78,saving,2016-11-03,active
1002071,1040,865300.4,current,2015-11-05,active
1002072,1041,596724.22,current,2023-03-28,active
1002073,1041,785825.73,saving,2023-11-17,active
1002074,1042,876125.37,saving,2024-10-31,active
1002075,1043,726258.69,saving,2016-10-31,active
1002076,1043,896371.08,current,2022-11-13,active
1002077,1043,412283.38,current,2020-01-23,active
1002078,1044,716996.74,saving,2020-03-15,active
1002079,1044,3086.13,current,2009-12-08,active
1002080,1044,476745.85,current,2003-09-18,active
1002081,1045,18597.07,current,2022-11-15,active
1002082,1045,846224.83,current,2023-08-08,active
1002083,1045,555923.87,current,2021-10-03,active
1002084,1046,74486.58,saving,1996-08-06,active
1002085,1046,989841.39,saving,2006-07-03,active
1002086,1046,836894.04,current,2012-06-05,active
1002087,1047,318360.09,current,2015-05-12,inactive
1002088,1047,148953.41,saving,2009-09-06,active
1002089,1048,439849.81,current,2009-12-21,active
1002090,1049,956198.91,saving,2019-10-06,active
1002091,1050,631168.39,saving,2024-01-18,active
1002092,1050,481607.44,saving,2020-01-18,active
1002093,1051,506841.33,saving,2018-04-07,active
1002094,1051,65380.48,saving,2016-08-24,inactive
1002095,1051,219302.92,current,2011-04-20,active
1002096,1052,751307.63,saving,2025-03-06,active
1002097,1052,726785.93,current,2025-02-09,active
1002098,1052,431889.64,saving,2025-01-19,active
1002099,1053,365854.46,saving,2024-04-13,active
1002100,1053,588548.7,current,2024-10-05,active
1002101,1054,877358.11,saving,2007-10-23,active
1002102,1054,884117.82,saving,2002-01-23,active
1002103,1055,296848.23,saving,2006-09-13,active
1002104,1055,66870.48,current,2008-10-29,active
1002105,1056,753465.38,saving,2022-09-30,active
1002106,1056,313216.81,current,2011-11-16,active
1002107,1057,707352.23,current,2025-01-05,active
1002108,1058,622961.61,saving,2019-06-28,active
1002109,1059,156779.74,current,2023-01-22,active
1002110,1059,366478.38,current,2020-10-07,active
1002111,1059,417100.58,current,2021-02-09,active
1002112,1060,395093.23,saving,2015-09-24,active
1002113,1060,586438.74,saving,2013-10-20,inactive
1002114,1061,891510.88,saving,2020-06-05,active
1002115,1061,956180.19,current,2023-07-29,active
1002116,1061,733837.04,current,2018-03-25,active
1002117,1062,103448.4,saving,2024-05-26,active
1002118,1062,878134.19,current,2025-02-03,active
1002119,1063,370487.74,saving,2025-02-20,active
1002120,1064,600580.46,saving,2002-04-25,inactive
1002121,1065,741700.21,current,2024-08-08,active
1002122,1065,611295.6,current,2024-11-07,active
1002123,1065,950517.97,saving,2024-06-17,active
1002124,1066,208640.9,current,2024-10-21,active
1002125,1067,256183.38,saving,2018-12-28,active
1002126,1068,393464.18,current,2016-10-13,active
1002127,1068,185714.31,saving,2019-07-11,active
1002128,1069,792311.07,saving,2022-07-30,active
1002129,1069,935785.75,current,2020-06-25,active
1002130,1069,412279.57,saving,2020-10-11,active
1002131,1070,995937.81,saving,2021-11-02,active
1002132,1070,252382.1,saving,2019-09-28,inactive
1002133,1070,660199.93,current,2020-11-25,active
1002134,1071,692708.21,saving,2023-10-22,inactive
1002135,1071,271283.39,saving,2023-10-30,active
1002136,1072,798153.14,current,2023-12-07,active
1002137,1072,109514.15,current,2023-05-28,active
1002138,1072,984438.31,saving,2023-03-09,active
1002139,1073,675275.1,current,2014-12-03,active
1002140,1073,104583.89,current,2011-08-11,active
1002141,1074,957449.33,saving,2024-11-19,active
1002142,1074,967612.57,current,2024-01-30,active
1002143,1074,981446.61,saving,2024-06-29,active
1002144,1075,154363.84,current,2019-10-10,active
1002145,1075,45037.37,saving,2023-03-13,active
1002146,1075,883234.07,saving,2023-09-19,inactive
1002147,1076,771694.03,current,2023-03-03,active
1002148,1076,135219.73,current,2014-02-23,active
1002149,1077,908376.67,current,2022-02-04,active
1002150,1077,685626.79,saving,2023-08-01,inactive
1002151,1078,174586.96,saving,2024-02-22,active
1002152,1078,878103.49,current,2020-06-12,active
1002153,1079,851123.25,saving,2024-01-01,active
1002154,1079,685129.49,current,2023-07-22,inactive
1002155,1080,720856.14,saving,2016-07-05,active
1002156,1081,755116.8,current,2025-01-12,active
1002157,1082,361827.96,saving,2011-02-12,active
1002158,1082,811990.31,current,2011-06-25,active
1002159,1083,93109.55,current,2023-03-08,active
1002160,1083,644456.05,saving,2010-05-03,active
1002161,1083,638329.97,current,2013-11-30,active
1002162,1084,93257.13,current,2023-10-24,active
1002163,1084,203552.4,current,2022-01-04,active
1002164,1085,364044.92,saving,2024-06-06,inactive
1002165,1086,324398.69,saving,2024-07-22,active
1002166,1086,272480.25,current,2020-05-19,active
1002167,1086,424980.55,saving,1991-04-23,active
1002168,1087,951343.61,saving,2023-06-28,active
1002169,1088,779405.31,saving,2023-11-14,active
1002170,1088,109171.41,saving,2023-12-26,active
1002171,1089,291900.29,current,2019-09-05,active
1002172,1089,397868.42,current,2017-09-02,active
1002173,1089,381741.65,current,2020-01-21,active
1002174,1090,970347.18,saving,1986-07-29,active
1002175,1091,986856.03,saving,2025-03-09,inactive
1002176,1091,61400.52,current,2025-01-17,active
1002177,1092,412262.49,saving,2007-03-25,active
1002178,1092,548248.9,current,2013-11-08,inactive
1002179,1093,77685.67,current,2022-07-06,active
1002180,1094,907385.41,current,2024-12-11,active
1002181,1095,91054.47,saving,2024-12-31,active
1002182,1095,496795.5,saving,2025-02-13,active
1002183,1096,575643.07,saving,2020-11-03,active
1002184,1097,56582.89,current,2021-09-20,active
1002185,1097,23926.94,saving,2024-09-18,active
1002186,1098,48170.81,current,2005-08-31,active
1002187,1098,911432.7,current,2013-05-31,active
1002188,1098,374023.74,current,2020-07-04,active
1002189,1099,56744.55,current,2018-01-12,active
1002190,1100,238209.74,saving,2020-06-12,active
1002191,1100,806957.06,current,2022-09-21,active
1002192,1101,233731.46,saving,2016-07-12,active
1002193,1101,307932.87,current,2019-08-18,active
1002194,1101,710356.48,current,2013-08-12,active
1002195,1102,319577.31,current,1988-01-17,active
1002196,1102,38640.71,saving,2019-08-22,active
1002197,1102,561184.46,current,2010-01-08,active
1002198,1103,689893.89,saving,1984-03-08,active
1002199,1103,851117.03,current,2019-10-17,active
1002200,1104,778555.9,saving,2025-01-10,inactive
1002201,1104,175056.42,saving,2023-11-13,active
1002202,1105,83009.75,saving,2024-02-25,active
1002203,1105,35135.7,saving,2023-11-17,active
1002204,1105,86310.69,current,2025-02-28,active
1002205,1106,51150.3,current,2025-03-05,active
1002206,1106,473804.13,current,2025-03-05,active
1002207,1106,465277.07,saving,2025-03-04,active
1002208,1107,444759.83,current,2017-07-14,active
1002209,1108,635506.13,saving,2018-02-11,active
1002210,1108,960659.87,current,2019-10-19,active
1002211,1109,500873.01,current,2023-09-25,active
1002212,1109,808041.46,saving,2024-08-18,active
1002213,1110,392138.86,saving,2023-08-14,active
1002214,1110,67413.88,current,2005-05-25,active
1002215,1110,948347.1,saving,2008-10-09,active
1002216,1111,342834.6,saving,2019-11-22,active
1002217,1111,961486.45,current,2017-07-11,active
1002218,1112,745847.85,current,1991-03-29,inactive
1002219,1113,328955.88,current,2024-04-04,active
1002220,1113,346340.36,current,2021-10-03,active
1002221,1113,867328.62,current,2002-08-22,inactive
1002222,1114,428046.75,saving,2021-03-28,inactive
1002223,1114,974494.63,saving,2021-12-02,active
1002224,1114,123593.02,current,1991-04-09,active
1002225,1115,240234.71,current,2019-08-26,active
1002226,1116,509127.16,current,2024-03-12,active
1002227,1117,296388.63,current,2025-02-05,active
1002228,1118,719389.99,current,2024-10-31,active
1002229,1119,716872.61,saving,2010-03-17,active
1002230,1119,933374.58,saving,2013-04-01,active
1002231,1120,602305.07,current,2024-09-20,active
1002232,1120,327966.76,current,2024-12-06,active
1002233,1120,658710.42,saving,2024-11-19,active
1002234,1121,763399.45,saving,2015-02-24,active
1002235,1122,77201.71,current,2017-06-22,active
1002236,1122,672234.36,current,2020-05-17,active
1002237,1123,979771.82,saving,2023-02-22,active
1002238,1123,81129.92,saving,2021-08-30,active
1002239,1124,559096.37,current,2025-03-12,inactive
1002240,1124,573927.88,saving,2024-12-04,active
1002241,1125,239673.45,current,2022-06-18,active
1002242,1126,162275.0,current,1981-06-13,active
1002243,1126,52929.41,current,1995-07-16,active
1002244,1127,720224.81,saving,2017-10-20,active
1002245,1127,897218.99,current,1993-04-18,active
1002246,1128,849262.01,current,2019-11-14,active
1002247,1128,129265.84,saving,2001-10-09,active
1002248,1129,855412.78,saving,2025-02-19,active
1002249,1129,257193.32,current,2025-01-27,active
1002250,1130,928090.89,current,2022-08-05,active
1002251,1130,329800.75,saving,2020-09-12,active
1002252,1131,468046.41,saving,2022-11-03,active
1002253,1132,813691.26,saving,2024-02-08,active
1002254,1132,731336.12,saving,2024-05-25,active
1002255,1132,316709.91,saving,2014-05-29,active
1002256,1133,543293.31,saving,2024-10-26,active
1002257,1133,742158.58,saving,2025-01-24,active
1002258,1134,597732.52,current,2019-03-23,active
1002259,1135,224894.03,saving,2024-05-02,active
1002260,1135,734225.29,saving,2023-02-04,active
1002261,1135,238292.02,saving,1997-01-09,active
1002262,1136,138098.3,saving,2024-04-06,active
1002263,1136,68037.46,saving,2024-05-20,active
1002264,1137,3843.32,saving,2020-02-28,active
1002265,1138,262764.6,current,2023-10-27,active
1002266,1138,232239.65,saving,2022-09-08,active
1002267,1138,47491.43,saving,2023-04-24,active
1002268,1139,548834.23,saving,2024-02-27,active
1002269,1139,398996.85,saving,2025-03-11,active
1002270,1139,302639.1,current,2024-01-23,active
1002271,1140,697163.11,current,2021-12-24,active
1002272,1141,736163.46,saving,2022-02-23,active
1002273,1141,73937.14,current,2022-10-28,active
1002274,1141,927787.09,saving,2024-04-21,active
1002275,1142,487177.25,saving,2021-11-22,active
1002276,1143,293492.91,saving,2016-03-23,active
1002277,1143,561959.64,current,2016-08-10,active
1002278,1144,814615.56,saving,2017-03-06,active
1002279,1144,446289.85,saving,1993-02-23,active
1002280,1145,95707.21,saving,2010-07-09,active
1002281,1145,91705.35,saving,2009-04-03,active
1002282,1145,165748.29,saving,2020-01-05,active
1002283,1146,779534.85,current,2025-03-15,active
1002284,1146,747936.61,saving,2024-12-07,active
1002285,1147,504795.41,current,2024-10-18,active
1002286,1148,238189.83,current,2023-09-03,active
1002287,1148,616037.3,current,2024-09-21,active
1002288,1149,839972.18,saving,2016-07-19,active
1002289,1149,335754.76,current,2010-08-15,active
1002290,1150,568698.19,current,2020-01-31,active
1002291,1150,545217.7,current,2020-04-28,active
1002292,1151,814852.35,current,2014-02-11,active
1002293,1151,404843.34,saving,2015-09-16,active
1002294,1151,207417.11,current,2011-09-27,active
1002295,1152,985572.12,saving,2006-04-27,active
1002296,1153,975668.84,current,2025-01-01,active
1002297,1153,814622.16,saving,2025-01-30,active
1002298,1153,463655.89,current,2025-01-18,active
1002299,1154,157907.64,saving,2025-01-28,active
1002300,1155,87118.85,current,2024-07-07,active
1002301,1155,166648.69,current,2023-07-11,inactive
1002302,1156,287369.79,current,2025-03-11,active
1002303,1156,82550.5,current,2025-03-10,active
1002304,1157,325038.23,current,1985-11-13,active
1002305,1157,678000.33,saving,2023-01-06,inactive
1002306,1158,183576.34,current,2024-09-06,active
1002307,1158,329611.34,current,2024-11-23,active
1002308,1158,878157.13,current,2024-08-31,active
